"ano";"tipo";"razon_social";"nombre_establecimiento";"rubro_retc";"region";"comuna";"capitulo_ler";"subcapitulo_ler";"nombre_ler";"tratamiento";"valorizacion_eliminacion";"cantidad_toneladas";"declaracion_estimacion";"establecimiento_destinatario";"comuna_destinatario"
"2017";"Generador Industrial";"FAENADORA LO MIRANDA LIMITADA";"FAENADORA LO MIRANDA";"Otras actividades";"Libertador Gral. Bernardo O'Higgins";"Doñihue";"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";"Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal";"Materiales inadecuados para el consumo o la elaboración";"Incineración con recuperación de energía";"Valorización";42,79;NA;"SUINCO S.A.";"San Bernardo"
"2017";"Generador Industrial";"ALTO MAIPO SPA";"FRENTE DE TRABAJO VL5";"Generación de energía";"Metropolitana de Santiago";"San José de Maipo";"Residuos no especificados en otro capítulo de la lista";"Residuos líquidos acuosos destinados a plantas de tratamiento externas";"Residuos líquidos acuosos distintos de los especificados en el código 16 10 01";"Co-procesamiento";"Valorización";67,57;NA;"CENTRO DE GESTION DE BIOSOLIDOS EL RUTAL";"Santiago"
"2017";"Generador Industrial";"EMPRESA DE TRANSPORTE DE PASAJEROS METRO S A";"TALLER NEPTUNO";"Transporte";"Metropolitana de Santiago";"Lo Prado";"Residuos no especificados en otro capítulo de la lista";"Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08)";"Neumáticos fuera de uso";"Co-procesamiento";"Valorización";49,82;NA;"CEMENTO MELÓN PLANTA LA CALERA";"Las Condes"
"2017";"Generador Industrial";"FAENADORA SAN VICENTE LIMITADA";"PLANTA FAENADORA";"Industria agropecuaria y silvicultura";"Libertador Gral. Bernardo O'Higgins";"San Vicente";"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";"Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal";"Materiales inadecuados para el consumo o la elaboración";"Co-procesamiento";"Valorización";72024,95;NA;"FAENADORA LO MIRANDA";"Doñihue"
"2017";"Generador Industrial";"COMPANIA AGROPECUARIA COPEVAL S A";"COMPAÑIA AGROPECUARIA COPEVAL SA";"Industria agropecuaria y silvicultura";"Araucanía";"Victoria";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases de plástico";"Co-procesamiento";"Valorización";6,512;NA;"COACTIVA";"Las Condes"
"2017";"Generador Industrial";"ARCE";"BEATRIZ ARCE ESPINOZA";"Comercio";"Valparaíso";"Los Andes";"Residuos no especificados en otro capítulo de la lista";"Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08)";"Neumáticos fuera de uso";"Co-procesamiento";"Valorización";0,85;NA;"CEMENTO MELÓN PLANTA LA CALERA";"Las Condes"
"2017";"Generador Industrial";"LABORATORIOS RECALCINE SA";"LABORATORIOS RECALCINE S.A";"Producción química";"Metropolitana de Santiago";"Quinta Normal";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Co-procesamiento";"Valorización";91,559;NA;"COACTIVA";"Las Condes"
"2017";"Generador Industrial";"AES GENER S A";"CENTRAL TERMOELÉCTRICA VENTANAS UNIDADES 1 Y 2";"Generación de energía";"Valparaíso";"Puchuncaví";"Residuos de procesos térmicos";"Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19)";"Cenizas volantes de carbón";"Co-procesamiento";"Valorización";23224,66;NA;"CEMENTO MELÓN PLANTA LA CALERA";"Las Condes"
"2017";"Generador Industrial";"INDUSTRIAL OCHAGAVIA LIMITADA";"INDUSTRIAL OCHAGAVÍA LTDA";"Otras actividades";"Metropolitana de Santiago";"La Cisterna";"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";"Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal";"Lodos de lavado y limpieza";"Co-procesamiento";"Valorización";5224,4;NA;"MELIFEED SPA";"Las Condes"
"2017";"Generador Industrial";"FEROSOR AGRICOLA S A";"FEROSOR AGRÍCOLA S A";"Comercio";"Los Lagos";"Osorno";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases de plástico";"Co-procesamiento";"Valorización";1,5;NA;"PLANTA POLPAICO - TIL TIL";"Las Condes"
"2017";"Generador Industrial";"COMPANIA AGROPECUARIA COPEVAL S A";"COMPANIA AGROPECUARIA COPEVAL S A";"Industria agropecuaria y silvicultura";"Metropolitana de Santiago";"Paine";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases de plástico";"Co-procesamiento";"Valorización";2,5;NA;"COACTIVA";"Las Condes"
"2017";"Generador Industrial";"SOPRAVAL S A";"GRANJA QUEBRADILLA";"Industria agropecuaria y silvicultura";"Valparaíso";"La Ligua";"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca";"Heces de animales, orina y estiércol (incluida paja podrida) y efluentes recogidos selectivamente y tratados fuera del lugar donde se generan";"Incineración con recuperación de energía";"Valorización";1612;NA;"CORDILLERA";"Lampa"
"2017";"Generador Industrial";"LABORATORIO DUKAY S A";"LABORATORIO DUKAY S A";"Producción química";"Metropolitana de Santiago";"Lampa";"Residuos no especificados en otro capítulo de la lista";"Lotes de productos fuera de especificación y productos no utilizados";"Residuos orgánicos distintos de los especificados en el código 16 03 05";"Co-procesamiento";"Valorización";7,74;NA;"COACTIVA";"Las Condes"
"2017";"Generador Industrial";"FARMACIAS CRUZ VERDE S A";"CRUZ VERDE ELIMINACION DE RESIDUOS";"Comercio";"Metropolitana de Santiago";"Macul";"Residuos no especificados en otro capítulo de la lista";"Lotes de productos fuera de especificación y productos no utilizados";"Residuos inorgánicos distintos de los especificados en el código 16 03 03";"Co-procesamiento";"Valorización";5,19;NA;"PLANTA POLPAICO - TIL TIL";"Las Condes"
"2017";"Generador Industrial";"FARMACIAS CRUZ VERDE S A";"CRUZ VERDE ELIMINACION DE RESIDUOS";"Comercio";"Metropolitana de Santiago";"Macul";"Residuos de servicios médicos o veterinarios o de investigación asociada (salvo los residuos de cocina y de restaurante no procedentes directamente de la prestación de cuidados sanitarios)";"Residuos de maternidades, del diagnóstico, tratamiento o prevención de enfermedades humanas";"Residuos cuya recogida y eliminación no es objeto de requisitos especiales para prevenir infecciones (por ejemplo, vendajes, vaciados de yeso, ropa blanca, ropa desechable, pañales)";"Co-procesamiento";"Valorización";0,18;NA;"PLANTA POLPAICO - TIL TIL";"Las Condes"
"2017";"Generador Industrial";"AVERY DENNISON CHILE S A";"AVERY DENNISON CHILE SA";"Comercio";"Metropolitana de Santiago";"Pudahuel";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos municipales no especificados en otra categoría";"Co-procesamiento";"Valorización";5;NA;"COACTIVA";"Las Condes"
"2017";"Generador Industrial";"AVERY DENNISON CHILE S A";"AVERY DENNISON CHILE SA";"Comercio";"Metropolitana de Santiago";"Pudahuel";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos municipales no especificados en otra categoría";"Co-procesamiento";"Valorización";4,96;NA;"COACTIVA";"Las Condes"
"2017";"Generador Industrial";"AVERY DENNISON CHILE S A";"AVERY DENNISON CHILE SA";"Comercio";"Metropolitana de Santiago";"Pudahuel";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos municipales no especificados en otra categoría";"Co-procesamiento";"Valorización";4,52;NA;"COACTIVA";"Las Condes"
"2017";"Generador Industrial";"AVERY DENNISON CHILE S A";"AVERY DENNISON CHILE SA";"Comercio";"Metropolitana de Santiago";"Pudahuel";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos municipales no especificados en otra categoría";"Co-procesamiento";"Valorización";4,07;NA;"COACTIVA";"Las Condes"
"2017";"Generador Industrial";"AVERY DENNISON CHILE S A";"AVERY DENNISON CHILE SA";"Comercio";"Metropolitana de Santiago";"Pudahuel";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos municipales no especificados en otra categoría";"Co-procesamiento";"Valorización";4,84;NA;"COACTIVA";"Las Condes"
"2017";"Generador Industrial";"AVERY DENNISON CHILE S A";"AVERY DENNISON CHILE SA";"Comercio";"Metropolitana de Santiago";"Pudahuel";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos municipales no especificados en otra categoría";"Co-procesamiento";"Valorización";5,16;NA;"COACTIVA";"Las Condes"
"2017";"Generador Industrial";"AVERY DENNISON CHILE S A";"AVERY DENNISON CHILE SA";"Comercio";"Metropolitana de Santiago";"Pudahuel";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos municipales no especificados en otra categoría";"Co-procesamiento";"Valorización";5,5;NA;"COACTIVA";"Las Condes"
"2017";"Generador Industrial";"CONSORCIO INDUSTRIAL DE ALIMENTOS S.A.";"PLANTA 1 CIAL";"Producción de alimentos";"Metropolitana de Santiago";"Pudahuel";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Co-procesamiento";"Valorización";10,27;NA;"SABORAID PET S.A.";"San Bernardo"
"2017";"Generador Industrial";"LABORATORIO DURANDIN S A I";"LABDUR BODEGAS";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de procesos químicos orgánicos";"Residuos de la FFDU de plásticos, caucho sintético y fibras artificiales";"Residuos de plástico";"Co-procesamiento";"Valorización";2,1;NA;"COACTIVA";"Las Condes"
"2017";"Generador Industrial";"LABORATORIO DURANDIN S A I";"LABDUR BODEGAS";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de procesos químicos orgánicos";"Residuos de la FFDU de grasas, jabones, detergentes, desinfectantes y cosméticos";"Residuos no especificados en otra categoría";"Co-procesamiento";"Valorización";11,5;NA;"COACTIVA";"Las Condes"
"2017";"Generador Industrial";"ALTO MAIPO SPA";"INSTALACIÓN DE FAENAS 6";"Generación de energía";"Metropolitana de Santiago";"San José de Maipo";"Residuos no especificados en otro capítulo de la lista";"Residuos líquidos acuosos destinados a plantas de tratamiento externas";"Residuos líquidos acuosos distintos de los especificados en el código 16 10 01";"Co-procesamiento";"Valorización";289,44;NA;"CENTRO DE GESTION DE BIOSOLIDOS EL RUTAL";"Santiago"
"2017";"Generador Industrial";"CMPC CELULOSA S A";"CMPC CELULOSA PLANTA LAJA";"Industria del papel y celulosa";"Bío-Bío";"Laja";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos no especificados en otra categoría";"Co-procesamiento";"Valorización";5976;NA;"CEMENTOS BIO BIO DEL SUR SA";"Talcahuano"
"2017";"Generador Industrial";"COAGRA S A";"COAGRA TALCA";NA;"Maule";"Talca";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases de plástico";"Co-procesamiento";"Valorización";0,803;NA;"COACTIVA";"Las Condes"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";16,35;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";15,72;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";18,25;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";13,61;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";15,17;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";15,83;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17,75;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";16,89;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17,03;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";16,73;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17,2;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17,12;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";19,11;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";18,1;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17,34;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17,74;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17,58;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";18;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17,31;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";19,3;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";19,08;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";19,13;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";19,05;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17,82;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";19,32;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";16,85;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";19,37;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";18,74;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";18,7;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17,84;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17,21;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17,59;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17,35;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";18,64;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
